2665	Are these words usually countable or uncountable?	<b>biology</b> <br />{{c1::uncountable}}	countable / uncountable			
2666	Are these words usually countable or uncountable?	<b>bus</b> <br />{{c1::countable}}	countable / uncountable			
2667	Are these words usually countable or uncountable?	<b>concrete</b> <br />{{c1::uncountable}}	countable / uncountable			
2668	Are these words usually countable or uncountable?	<b>cotton</b> <br />{{c1::uncountable}}	countable / uncountable			
2669	Are these words usually countable or uncountable?	<b>cow</b> <br />{{c1::countable}}	countable / uncountable			
2670	Are these words usually countable or uncountable?	<b>exam</b> <br />{{c1::countable}}	countable / uncountable			
2671	Are these words usually countable or uncountable?	<b>fun</b> <br />{{c1::uncountable}}	countable / uncountable			
2672	Are these words usually countable or uncountable?	<b>hat</b> <br />{{c1::countable}}	countable / uncountable			
2673	Are these words usually countable or uncountable?	<b>milk</b> <br />{{c1::uncountable}}	countable / uncountable			
2674	Are these words usually countable or uncountable?	<b>mistake</b> <br />{{c1::countable}}	countable / uncountable			
2675	Are these words usually countable or uncountable?	<b>office</b> <br />{{c1::countable}}	countable / uncountable			
2676	Are these words usually countable or uncountable?	<b>rain</b> <br />{{c1::uncountable}}	countable / uncountable			
2677	Are these words usually countable or uncountable?	<b>student</b> <br />{{c1::countable}}	countable / uncountable			
2678	Are these words usually countable or uncountable?	<b>traffic</b> <br />{{c1::uncountable}}	countable / uncountable			
2679	Are these words usually countable or uncountable?	<b>unemployment</b> <br />{{c1::uncountable}}	countable / uncountable			
2680	Are these words usually countable or uncountable?	<b>violence</b> <br />{{c1::uncountable}}	countable / uncountable			
2681	Are these words usually countable or uncountable?	<b>wall</b> <br />{{c1::countable}}	countable / uncountable			
2682	Are these words usually countable or uncountable?	<b>wedding</b> <br />{{c1::countable}}	countable / uncountable			
