4134	-<b>er</b> or <b>more</b>...? Which is right?	<b>hard</b> {{c1::harder}}	harder / more hard			
4135	-<b>er</b> or <b>more</b>...? Which is right?	<b>famous</b> {{c1::more famous}}	famouser / more famous			
4136	-<b>er</b> or <b>more</b>...? Which is right?	<b>modern</b> {{c1::more modern}}	moderner / more modern			
4137	-<b>er</b> or <b>more</b>...? Which is right?	<b>early</b> {{c1::earlier}}	earlier / more early			
4138	-<b>er</b> or <b>more</b>...? Which is right?	<b>selfish</b> {{c1::more selfish}}	selfisher / more selfish			
4139	-<b>er</b> or <b>more</b>...? Which is right?	<b>quickly</b> {{c1::more quickly}}	quicklier / more quickly			
4140	-<b>er</b> or <b>more</b>...? Which is right?	<b>cold</b> {{c1::colder}}	colder / more cold			
4141	-<b>er</b> or <b>more</b>...? Which is right?	<b>heavy</b> {{c1::heavier}}	heavier / more heavy			
4142	-<b>er</b> or <b>more</b>...? Which is right?	<b>honest</b> {{c1::more honest}}	honester / more honest			
4143	-<b>er</b> or <b>more</b>...? Which is right?	<b>fast</b> {{c1::faster}}	faster / more fast			
