58	Complete the sentences. Put the verb in the correct form (present continuous).	{{c1::It's starting|It is starting}} (It / start) to rain and we don't have an umbrella.				
59	Complete the sentences. Put the verb in the correct form (present continuous).	Can I turn off the TV or {{c1::are you watching}} (you / watch) it?				
60	Complete the sentences. Put the verb in the correct form (present continuous).	The situation is already bad, and {{c1::it's getting|it is getting}} (it / get) worse.				
61	Complete the sentences. Put the verb in the correct form (present continuous).	{{c1::Tom isn't working|Tom's not working|Tom is not working}} (Tom / not / work) today. He's taken the day off.				
62	Complete the sentences. Put the verb in the correct form (present continuous).	A: {{c1::Is Kate enjoying}} (Kate / enjoy) her new job?<br />B: Yes. She's very happy.				
63	Complete the sentences. Put the verb in the correct form (present continuous).	Laura is in the kitchen. {{c1::She's doing|She is doing}} (She / do) the washing-up.				
64	Complete the sentences. Put the verb in the correct form (present continuous).	Unemployment is already very high, and {{c1::it's increasing|it is increasing}} (it / increase).				
65	Complete the sentences. Put the verb in the correct form (present continuous).	Why {{c1::are you laughing}} (you / laugh)? What's so funny?				
66	Complete the sentences. Put the verb in the correct form (present continuous).	I want to lose weight, so this week {{c1::I'm not eating|I am not eating}} (I / not / eat) lunch.				
67	Complete the sentences. Put the verb in the correct form (present continuous).	John has been in the same job for a long time. {{c1::He's beginning|He is beginning}} (He / begin) to get bored with it.				
