1664	Make active and passive sentences. Put the words in order.	The airport was closed because of fog.<br /><br />They {{c1::cancelled}} {{c1::all}} {{c1::flights}} (flights / cancelled / all).				
1665	Make active and passive sentences. Put the words in order.	The airport was closed because of fog.<br /><br />All {{c1::flights}} {{c1::were}} {{c1::cancelled}} (cancelled / flights / were).				
1666	Make active and passive sentences. Put the words in order.	The price is exactly what you have to pay.<br /><br />The {{c1::price}} {{c1::includes}} {{c1::taxes and service}} (taxes and service / price / includes).				
1667	Make active and passive sentences. Put the words in order.	The price is exactly what you have to pay.<br /><br />Taxes and {{c1::service}} {{c1::are}} {{c1::included}} {{c1::in}} {{c1::the price}} (the price / service / included / are / in).				
1668	Make active and passive sentences. Put the words in order.	We took an umbrella with us, but it didn't rain.<br /><br />We {{c1::didn't}} {{c1::need}} {{c1::the}} {{c1::umbrella}} (need / umbrella / the / didn't).				
1669	Make active and passive sentences. Put the words in order.	We took an umbrella with us, but it didn't rain.<br /><br />The {{c1::umbrella}} {{c1::wasn't}} {{c1::needed}} (wasn't / umbrella / needed).				
1670	Make active and passive sentences. Put the words in order.	It was a big wedding. There were lots of people.<br /><br />They {{c1::invited}} {{c1::five hundred}} {{c1::people}} {{c1::to}} {{c1::the wedding}} (five hundred / the wedding / to / invited / people).				
1671	Make active and passive sentences. Put the words in order.	It was a big wedding. There were lots of people.<br /><br />Five hundred {{c1::people}} {{c1::were}} {{c1::invited}} {{c1::to}} {{c1::the wedding}} (invited / the wedding / to / were / people).				
1672	Make active and passive sentences. Put the words in order.	There isn't much traffic on this road.<br /><br />Not many {{c1::people}} {{c1::use}} {{c1::this}} {{c1::road}} (road / use / people / this).				
1673	Make active and passive sentences. Put the words in order.	There isn't much traffic on this road.<br /><br />This {{c1::road}} {{c1::isn't}} {{c1::used}} {{c1::a lot}} (a lot / isn't / road / used).				
1674	Make active and passive sentences. Put the words in order.	I've never seen this word before.<br /><br />How {{c1::do}} {{c1::you}} {{c1::pronounce}} {{c1::this}} {{c1::word}} (you / this / do / word / pronounce)?				
1675	Make active and passive sentences. Put the words in order.	I've never seen this word before.<br /><br />How {{c1::is}} {{c1::this}} {{c1::word}} {{c1::pronounced}} (this / pronounced / is / word)?				
