572	Put in <b>for</b> or <b>since</b>.	It's been raining {{c1::since}} lunchtime.	for / since			
573	Put in <b>for</b> or <b>since</b>.	Sarah has lived in Paris {{c1::since}} 2009.	for / since			
574	Put in <b>for</b> or <b>since</b>.	Paul has lived in Brazil {{c1::for}} ten years.	for / since			
575	Put in <b>for</b> or <b>since</b>.	I'm tired of waiting. We've been sitting here {{c1::for}} an hour.	for / since			
576	Put in <b>for</b> or <b>since</b>.	Kevin has been looking for a job {{c1::since}} he left school.	for / since			
577	Put in <b>for</b> or <b>since</b>.	I haven't been to a party {{c1::for}} ages.	for / since			
578	Put in <b>for</b> or <b>since</b>.	I wonder where Joe is. I haven't seen him {{c1::since}} last week.	for / since			
579	Put in <b>for</b> or <b>since</b>.	Jane is away on holiday. She's been away {{c1::since}} Friday.	for / since			
580	Put in <b>for</b> or <b>since</b>.	I've been doing the same job {{c1::for}} a long time.	for / since			
581	Put in <b>for</b> or <b>since</b>.	This shop has been here {{c1::for}} more than 50 years.	for / since			
