352	Test yourself. What is the present perfect of these verbs?	break<br />have {{c1::broken}}				
353	Test yourself. What is the present perfect of these verbs?	build<br />have {{c1::built}}				
354	Test yourself. What is the present perfect of these verbs?	choose<br />have {{c1::chosen}}				
355	Test yourself. What is the present perfect of these verbs?	come<br />have {{c1::come}}				
356	Test yourself. What is the present perfect of these verbs?	drink<br />have {{c1::drunk}}				
357	Test yourself. What is the present perfect of these verbs?	fall<br />have {{c1::fallen}}				
358	Test yourself. What is the present perfect of these verbs?	find<br />have {{c1::found}}				
359	Test yourself. What is the present perfect of these verbs?	fly<br />have {{c1::flown}}				
360	Test yourself. What is the present perfect of these verbs?	hurt<br />have {{c1::hurt}}				
361	Test yourself. What is the present perfect of these verbs?	know<br />have {{c1::known}}				
362	Test yourself. What is the present perfect of these verbs?	leave<br />have {{c1::left}}				
363	Test yourself. What is the present perfect of these verbs?	run<br />have {{c1::run}}				
364	Test yourself. What is the present perfect of these verbs?	sell<br />have {{c1::sold}}				
365	Test yourself. What is the present perfect of these verbs?	sing<br />have {{c1::sung}}				
366	Test yourself. What is the present perfect of these verbs?	speak<br />have {{c1::spoken}}				
367	Test yourself. What is the present perfect of these verbs?	steal<br />have {{c1::stolen}}				
368	Test yourself. What is the present perfect of these verbs?	take<br />have {{c1::taken}}				
369	Test yourself. What is the present perfect of these verbs?	win<br />have {{c1::won}}				
