454	What do you say in these situations? Put the words in order.	You meet a friend as he is leaving the swimming pool.<br />You say:<br />Hi! Have {{c1::you}} {{c1::been}} {{c1::swimming}} (been / swimming / you)?				
455	What do you say in these situations? Put the words in order.	You have arrived a little late to meet your friend who is waiting for you.<br />You say:<br />Sorry I'm late. Have {{c1::you}} {{c1::been}} {{c1::waiting}} {{c1::long}} (waiting / long / you / been)?				
456	What do you say in these situations? Put the words in order.	Your friend's hands and clothes are very dirty.<br />You ask:<br />What {{c1::have}} {{c1::you}} {{c1::been}} {{c1::doing}} (you / have / doing / been)?				
457	What do you say in these situations? Put the words in order.	You are in a shop and see a friend. She is working there.<br />You ask:<br />How long {{c1::have}} {{c1::you}} {{c1::been}} {{c1::working}} {{c1::here}} (been / here / working / you / have)?				
458	What do you say in these situations? Put the words in order.	A friend tells you about his job – he sells phones.<br />You ask:<br />How long {{c1::have}} {{c1::you}} {{c1::been}} {{c1::selling}} {{c1::phones}} (phones / you / have / selling / been)?				
459	What do you say in these situations? Put the words in order.	A friend of yours is learning Japanese.<br />You ask:<br />How long {{c1::have}} {{c1::you}} {{c1::been}} {{c1::learning}} {{c1::Japanese}} (you / Japanese / learning / been / have)?				
1346	What do you say in these situations? Put the words in order.	Joe and Catherine are planning to get married. You're against it.<br />You say:<br />I {{c1::don't}} {{c1::think}} {{c1::they}} {{c1::should}} {{c1::get}} {{c1::married}} (get / don't / married / think / should / they).				
1347	What do you say in these situations? Put the words in order.	Jane has a bad cold, but plans to go out tonight. What's your opinion? <br />You say to her:<br />I {{c1::don't}} {{c1::think}} {{c1::you}} {{c1::should}} {{c1::go out}} (should / don't / go out / you / think) .				
1348	What do you say in these situations? Put the words in order.	Peter needs a job. He's just seen an advert for a job which you think would be ideal for him, but he's not sure whether to apply or not.<br />You say to him:<br />I {{c1::think}} {{c1::you}} {{c1::should}} {{c1::apply}} {{c1::for it}} (you / apply / should / for it / think).				
1349	What do you say in these situations? Put the words in order.	The government wants to increase income tax. You think this is a bad idea.<br />You say:<br />I {{c1::don't}} {{c1::think}} {{c1::the government}} {{c1::should}} {{c1::increase}} {{c1::income tax}} (income tax / don't / increase / the government / should / think) .				
1646	What do you say in these situations? Put the words in order.	Jane is taking a long time to get ready. You and your friend are waiting for her. <br />You say:<br />I wish {{c1::she}} {{c1::would}} {{c1::hurry}} {{c1::up}} (hurry / she / up / would).				
1647	What do you say in these situations? Put the words in order.	You're looking for a job, but so far nobody has offered you one.<br />You say:<br />I wish {{c1::somebody}} {{c1::would}} {{c1::give}} {{c1::me}} {{c1::a}} {{c1::job}} (give / somebody / a / would / job / me).				
1648	What do you say in these situations? Put the words in order.	Your friend drives very fast. You don't like this.<br />You say:<br />I wish {{c1::you}} {{c1::wouldn't}} {{c1::drive}} {{c1::so}} {{c1::fast}} (fast / drive / you / wouldn't / so).				
1649	What do you say in these situations? Put the words in order.	You can hear a dog barking. It's been barking a long time and you're trying to study. <br />You say:<br />I wish {{c1::that}} {{c1::dog}} {{c1::would}} {{c1::stop}} {{c1::barking}} (stop / would / that / barking / dog).				
1650	What do you say in these situations? Put the words in order.	Brian has been wearing the same clothes for ages. You think he needs to go shopping.<br />You say to him:<br />I wish {{c1::you}} {{c1::would}} {{c1::buy}} {{c1::some}} {{c1::new}} {{c1::clothes}} (new / would / clothes / buy / you / some).				
1651	What do you say in these situations? Put the words in order.	Joe never closes the door. This annoys you.<br />You say to him:<br />I wish {{c1::you}} {{c1::wouldn't}} {{c1::leave}} {{c1::the door}} {{c1::open}} {{c1::all the time}} (all the time / wouldn't / you / open / the door / leave).				
1652	What do you say in these situations? Put the words in order.	A lot of people drop litter in the street. You don't like this. <br />You say:<br />I wish {{c1::people}} {{c1::wouldn't}} {{c1::drop}} {{c1::litter}} {{c1::in}} {{c1::the street}} (wouldn't / litter / the street / people / in / drop).				
2404	What do you say in these situations? Put the words in order.	You've just moved from a village to a big city. It's not easy for you. It's so busy and there are so many people.<br /><br />FRIEND: How do you like it here?<br />YOU: It's very busy. {{c1::I'm}} {{c1::not}} {{c1::used}} {{c1::to}} {{c1::crowds}} (used / not / crowds / I'm / to).				
2405	What do you say in these situations? Put the words in order.	You have to work very hard in your job. It's not a problem for you. You've always done this.<br /><br />FRIEND: You work very hard, don't you?<br />YOU: Yes, but {{c1::I'm}} {{c1::used}} {{c1::to}} {{c1::working}} {{c1::hard}} (working / I'm / hard / to / used).				
2406	What do you say in these situations? Put the words in order.	You've got a new phone. You keep forgetting how to use it.<br /><br />FRIEND: Are you having problems with your new phone?<br />YOU: Yes, {{c1::I'm}} {{c1::not}} {{c1::used}} {{c1::to}} {{c1::it}} {{c1::yet}} (to / yet / used / not / it / I'm).				
2407	What do you say in these situations? Put the words in order.	You sleep on the floor. You've always slept on the floor.<br /><br />FRIEND: Wouldn't you prefer to sleep in a bed?<br />YOU: No, {{c1::I'm}} {{c1::used}} {{c1::to}} {{c1::sleeping}} {{c1::on the floor}} (sleeping / to / on the floor / used / I'm).				
2408	What do you say in these situations? Put the words in order.	You had to get up early. You don't do this very often.<br /><br />FRIEND: You look very tired this morning.<br />YOU: Yes, {{c1::I'm}} {{c1::not}} {{c1::used}} {{c1::to}} {{c1::getting up}} {{c1::so early}} (not / so early / I'm / to / getting up / used).				
