4520	In some of these sentences <b>as</b> is not correct. Which ones?	The train slowed down <b>as</b> it approached the station. {{c1::OK}}	OK / not OK			
4521	In some of these sentences <b>as</b> is not correct. Which ones?	<b>As</b> I got her message, I called her immediately. {{c1::not OK}}	OK / not OK			
4522	In some of these sentences <b>as</b> is not correct. Which ones?	Everyone left the cinema <b>as</b> the film ended. {{c1::not OK}}	OK / not OK			
4523	In some of these sentences <b>as</b> is not correct. Which ones?	<b>As</b> I was parking the car, I hit the car behind me. {{c1::OK}}	OK / not OK			
4524	In some of these sentences <b>as</b> is not correct. Which ones?	Just <b>as</b> I went out, it started to rain. {{c1::OK}}	OK / not OK			
4525	In some of these sentences <b>as</b> is not correct. Which ones?	I slept for a long time. <b>As</b> I woke up, I didn't know where I was. {{c1::not OK}}	OK / not OK			
4554	In some of these sentences <b>as</b> is not correct. Which ones?	I think I prefer the room <b>as</b> it was, before we decorated it. {{c1::OK}}	OK / not OK			
4555	In some of these sentences <b>as</b> is not correct. Which ones?	Do you think James looks <b>as</b> his father? {{c1::not OK}}	OK / not OK			
4556	In some of these sentences <b>as</b> is not correct. Which ones?	I'll call you tomorrow <b>as</b> usual, OK? {{c1::OK}}	OK / not OK			
4557	In some of these sentences <b>as</b> is not correct. Which ones?	She's a very good swimmer. She swims <b>as</b> a fish. {{c1::not OK}}	OK / not OK			
4558	In some of these sentences <b>as</b> is not correct. Which ones?	He gets on my nerves. I can't stand people <b>as</b> him. {{c1::not OK}}	OK / not OK			
4559	In some of these sentences <b>as</b> is not correct. Which ones?	You don't need to change your clothes. You can go out <b>as</b> you are. {{c1::OK}}	OK / not OK			
4560	In some of these sentences <b>as</b> is not correct. Which ones?	<b>As</b> her mother, Katherine has a very good voice. {{c1::not OK}}	OK / not OK			
4561	In some of these sentences <b>as</b> is not correct. Which ones?	We saw Kevin last night. He was very cheerful, <b>as</b> always. {{c1::OK}}	OK / not OK			
4562	In some of these sentences <b>as</b> is not correct. Which ones?	The weather hasn't changed. It's the same <b>as</b> yesterday. {{c1::OK}}	OK / not OK			
