2191	Do we use these verbs with <b>-ing</b> or <b>to ...</b>?	<b>enjoy</b> <br />{{c1::<b>enjoy -ing</b>}}	<b>enjoy -ing</b> / <b>enjoy to ...</b>			
2192	Do we use these verbs with <b>-ing</b> or <b>to ...</b>?	<b>finish</b> <br />{{c1::<b>finish -ing</b>}}	<b>finish -ing</b> / <b>finish to ...</b>			
2193	Do we use these verbs with <b>-ing</b> or <b>to ...</b>?	<b>avoid</b> <br />{{c1::<b>avoid -ing</b>}}	<b>avoid -ing</b> / <b>avoid to ...</b>			
2194	Do we use these verbs with <b>-ing</b> or <b>to ...</b>?	<b>deserve</b> <br />{{c1::<b>deserve to ...</b>}}	<b>deserve -ing</b> / <b>deserve to ...</b>			
2195	Do we use these verbs with <b>-ing</b> or <b>to ...</b>?	<b>offer</b> <br />{{c1::<b>offer to ...</b>}}	<b>offer -ing</b> / <b>offer to ...</b>			
2196	Do we use these verbs with <b>-ing</b> or <b>to ...</b>?	<b>suggest</b> <br />{{c1::<b>suggest -ing</b>}}	<b>suggest -ing</b> / <b>suggest to ...</b>			
2197	Do we use these verbs with <b>-ing</b> or <b>to ...</b>?	<b>expect</b> <br />{{c1::<b>expect to ...</b>}}	<b>expect -ing</b> / <b>expect to ...</b>			
2198	Do we use these verbs with <b>-ing</b> or <b>to ...</b>?	<b>consider</b> <br />{{c1::<b>consider -ing</b>}}	<b>consider -ing</b> / <b>consider to ...</b>			
2199	Do we use these verbs with <b>-ing</b> or <b>to ...</b>?	<b>agree</b> <br />{{c1::<b>agree to ...</b>}}	<b>agree -ing</b> / <b>agree to ...</b>			
2200	Do we use these verbs with <b>-ing</b> or <b>to ...</b>?	<b>threaten</b> <br />{{c1::<b>threaten to ...</b>}}	<b>threaten -ing</b> / <b>threaten to ...</b>			
2201	Do we use these verbs with <b>-ing</b> or <b>to ...</b>?	<b>mind</b> <br />{{c1::<b>mind -ing</b>}}	<b>mind -ing</b> / <b>mind to ...</b>			
2202	Do we use these verbs with <b>-ing</b> or <b>to ...</b>?	<b>mean</b> <br />{{c1::<b>mean to ...</b>}}	<b>mean -ing</b> / <b>mean to ...</b>			
2203	Do we use these verbs with <b>-ing</b> or <b>to ...</b>?	<b>deny</b> <br />{{c1::<b>deny -ing</b>}}	<b>deny -ing</b> / <b>deny to ...</b>			
2204	Do we use these verbs with <b>-ing</b> or <b>to ...</b>?	<b>promise</b> <br />{{c1::<b>promise to ...</b>}}	<b>promise -ing</b> / <b>promise to ...</b>			
