582	Are these sentences OK or not?	<b>1</b> We've lived in this house for more than 20 years.<br /><br /><b>2</b> We've lived in this house more than 20 years. {{c1::Both <b>1</b> and <b>2</b> are OK.}}	Only <b>1</b> is OK. / Only <b>2</b> is OK. / Both <b>1</b> and <b>2</b> are OK.			
583	Are these sentences OK or not?	<b>1</b> It hasn't rained for ages.<br /><br /><b>2</b> It hasn't rained in ages. {{c1::Both <b>1</b> and <b>2</b> are OK.}}	Only <b>1</b> is OK. / Only <b>2</b> is OK. / Both <b>1</b> and <b>2</b> are OK.			
584	Are these sentences OK or not?	<b>1</b> I've been working hard for all day.<br /><br /><b>2</b> I've been working hard all day. {{c1::Only <b>2</b> is OK.}}	Only <b>1</b> is OK. / Only <b>2</b> is OK. / Both <b>1</b> and <b>2</b> are OK.			
1390	Are these sentences OK or not?	Tom suggested that I look for another job. {{c1::OK}}	OK / not OK			
1391	Are these sentences OK or not?	I called Tina and suggested that we meet for coffee sometime. {{c1::OK}}	OK / not OK			
1392	Are these sentences OK or not?	What sort of car do you suggest I buy? {{c1::OK}}	OK / not OK			
1393	Are these sentences OK or not?	What do you suggest me to do? {{c1::not OK}}	OK / not OK			
1394	Are these sentences OK or not?	I suggested that Tina should learn to drive. {{c1::OK}}	OK / not OK			
1395	Are these sentences OK or not?	I suggested that Tina learn to drive. {{c1::OK}}	OK / not OK			
1396	Are these sentences OK or not?	Somebody suggested me to get married. {{c1::not OK}}	OK / not OK			
1421	Are these sentences OK or not?	It's nearly time to go out. <b>I'd better get ready</b>. {{c1::OK}}	OK / not OK			
1422	Are these sentences OK or not?	It's nearly time to go out. <b>I should get ready</b>. {{c1::OK}}	OK / not OK			
1423	Are these sentences OK or not?	<b>I think everybody should learn a foreign language</b>. {{c1::OK}}	OK / not OK			
1424	Are these sentences OK or not?	<b>I think everybody had better learn a foreign language</b>. {{c1::not OK}}	OK / not OK			
1425	Are these sentences OK or not?	You have to wake up early tomorrow. <b>You'd better set your alarm</b>. {{c1::OK}}	OK / not OK			
1426	Are these sentences OK or not?	When you're driving, <b>you should keep your eyes on the road</b>. {{c1::OK}}	OK / not OK			
1427	Are these sentences OK or not?	I'm glad you came to see us. <b>You'd better come more often</b>. {{c1::not OK}}	OK / not OK			
1428	Are these sentences OK or not?	We've just missed the last bus. <b>We'd better get a taxi</b>. {{c1::OK}}	OK / not OK			
2248	Are these sentences OK or not?	The baby started crying in the middle of the night. {{c1::OK}}	OK / not OK			
2249	Are these sentences OK or not?	The baby started to cry in the middle of the night. {{c1::OK}}	OK / not OK			
2250	Are these sentences OK or not?	The baby stopped to cry after a short time. {{c1::not OK}}	OK / not OK			
2251	Are these sentences OK or not?	It's stopped raining, so let's go out. {{c1::OK}}	OK / not OK			
2252	Are these sentences OK or not?	Julia has been ill, but she's beginning getting better. {{c1::not OK}}	OK / not OK			
2253	Are these sentences OK or not?	What do you expect doing when you finish the course? {{c1::not OK}}	OK / not OK			
2254	Are these sentences OK or not?	What do you intend to do when you finish the course? {{c1::OK}}	OK / not OK			
2255	Are these sentences OK or not?	What do you intend doing when you finish the course? {{c1::OK}}	OK / not OK			
2256	Are these sentences OK or not?	What do you hope doing when you finish the course? {{c1::not OK}}	OK / not OK			
5319	Are these sentences OK or not?	These books belong to Lisa. I have to give back them to her. {{c1::not OK}}	OK / not OK			
5320	Are these sentences OK or not?	When are you going to give the money back? {{c1::OK}}	OK / not OK			
5321	Are these sentences OK or not?	We can turn off the TV. Nobody is watching it. {{c1::OK}}	OK / not OK			
5322	Are these sentences OK or not?	We can turn the TV off. Nobody is watching it. {{c1::OK}}	OK / not OK			
5323	Are these sentences OK or not?	Be careful with that vase. Don't knock over it. {{c1::not OK}}	OK / not OK			
5324	Are these sentences OK or not?	My mother is asleep. I don't want to wake up her. {{c1::not OK}}	OK / not OK			
5325	Are these sentences OK or not?	I don't want to wake up the children. {{c1::OK}}	OK / not OK			
5326	Are these sentences OK or not?	It was only a small fire. I was able to put out it. {{c1::not OK}}	OK / not OK			
5327	Are these sentences OK or not?	This hotel is more expensive this year. They've put up the prices. {{c1::OK}}	OK / not OK			
5328	Are these sentences OK or not?	This hotel is more expensive this year. They've put the prices up. {{c1::OK}}	OK / not OK			
