23	Complete the sentences.	She's {{c1::taking}} a picture.	crossing / hiding / scratching / taking / tying / waving	"<img src=""rsz_egu_art_u001_1_001_v2.jpg"" />"		
24	Complete the sentences.	He's {{c1::tying}} his shoelace.	crossing / hiding / scratching / taking / tying / waving	"<img src=""rsz_egu_art_u001_1_002_v2.jpg"" />"		
25	Complete the sentences.	They're {{c1::crossing}} the road.	crossing / hiding / scratching / taking / tying / waving	"<img src=""rsz_egu_art_u001_1_003_v2.jpg"" />"		
26	Complete the sentences.	He's {{c1::scratching}} his head.	crossing / hiding / scratching / taking / tying / waving	"<img src=""rsz_egu_art_u001_1_005_v2.jpg"" />"		
27	Complete the sentences.	They're {{c1::waving}} to somebody.	crossing / hiding / scratching / taking / tying / waving	"<img src=""rsz_egu_art_u001_1_006_v2.jpg"" />"		
28	Complete the sentences.	She's {{c1::hiding}} behind a tree.	crossing / hiding / scratching / taking / tying / waving	"<img src=""rsz_egu_art_u001_1_007_v2.jpg"" />"		
52	Complete the sentences.	I need to eat something soon.<br />I'm {{c1::getting hungry}} .	getting better / getting dark / getting hungry / getting late / getting old / getting tired			
53	Complete the sentences.	I'm going to turn the light on. It's {{c1::getting dark}} .	getting better / getting dark / getting hungry / getting late / getting old / getting tired			
54	Complete the sentences.	The weather isn't as bad as it was. It's {{c1::getting better}} .	getting better / getting dark / getting hungry / getting late / getting old / getting tired			
55	Complete the sentences.	I'll have to go to bed soon. I'm {{c1::getting tired}} .	getting better / getting dark / getting hungry / getting late / getting old / getting tired			
56	Complete the sentences.	We need to leave soon. It's {{c1::getting late}} .	getting better / getting dark / getting hungry / getting late / getting old / getting tired			
57	Complete the sentences.	I need somebody to look after me. I'm {{c1::getting old}} .	getting better / getting dark / getting hungry / getting late / getting old / getting tired			
118	Complete the sentences.	The new restaurant in Baker Street is very good. {{c1::I recommend}} it.	I agree / I apologise / I insist / I promise / I recommend			
119	Complete the sentences.	You must let me pay for the meal. {{c1::I insist}}.	I agree / I apologise / I insist / I promise / I recommend			
120	Complete the sentences.	{{c1::I apologise}} for what I did. It won't happen again.	I agree / I apologise / I insist / I promise / I recommend			
121	Complete the sentences.	I think you're quite right. {{c1::I agree}} with you.	I agree / I apologise / I insist / I promise / I recommend			
122	Complete the sentences.	I won't tell anybody what you said. {{c1::I promise}}.	I agree / I apologise / I insist / I promise / I recommend			
155	Complete the sentences.	My memory is getting worse. I'm {{c1::always forgetting}} to do things.	always arguing / always breaking down / always forgetting / always looking / always losing / always making			
156	Complete the sentences.	You're careless. You're {{c1::always making}} the same mistake.	always arguing / always breaking down / always forgetting / always looking / always losing / always making			
157	Complete the sentences.	I can't find my glasses again. I'm {{c1::always losing}} them.	always arguing / always breaking down / always forgetting / always looking / always losing / always making			
158	Complete the sentences.	They don't get on well together. They're {{c1::always arguing}} with each other.	always arguing / always breaking down / always forgetting / always looking / always losing / always making			
159	Complete the sentences.	My car is useless. It's {{c1::always breaking down}} .	always arguing / always breaking down / always forgetting / always looking / always losing / always making			
160	Complete the sentences.	Wayne loves his phone. He's {{c1::always looking}} at it.	always arguing / always breaking down / always forgetting / always looking / always losing / always making			
178	Complete the sentences.	This sauce is great. It {{c1::tastes}} really good.	believe / do / does / doesn't / don't / feeling / remember / smell / taste / tastes / think / thinking			
179	Complete the sentences.	Lisa is {{c1::thinking}} of moving to a new apartment.	believe / do / does / doesn't / don't / feeling / remember / smell / taste / tastes / think / thinking			
180	Complete the sentences.	These flowers {{c1::smell}} nice. What are they?	believe / do / does / doesn't / don't / feeling / remember / smell / taste / tastes / think / thinking			
181	Complete the sentences.	It can't be true. I don't {{c1::believe}} it.	believe / do / does / doesn't / don't / feeling / remember / smell / taste / tastes / think / thinking			
182	Complete the sentences.	A: What {{c1::does}} this word mean?<br />B: I don't know.	believe / do / does / doesn't / don't / feeling / remember / smell / taste / tastes / think / thinking			
183	Complete the sentences.	Shall I buy these shoes or not? What do you {{c1::think}}?	believe / do / does / doesn't / don't / feeling / remember / smell / taste / tastes / think / thinking			
184	Complete the sentences.	This jacket {{c1::doesn't}} fit me. It's too tight.	believe / do / does / doesn't / don't / feeling / remember / smell / taste / tastes / think / thinking			
185	Complete the sentences.	Look over there. What {{c1::do}} you see?	believe / do / does / doesn't / don't / feeling / remember / smell / taste / tastes / think / thinking			
186	Complete the sentences.	I've never eaten that fruit. What does it {{c1::taste}} like?	believe / do / does / doesn't / don't / feeling / remember / smell / taste / tastes / think / thinking			
187	Complete the sentences.	I'm {{c1::feeling}} hungry. Is there anything to eat?	believe / do / does / doesn't / don't / feeling / remember / smell / taste / tastes / think / thinking			
188	Complete the sentences.	A: What's the name of the hotel you stayed at?<br />B: I don't {{c1::remember}}.	believe / do / does / doesn't / don't / feeling / remember / smell / taste / tastes / think / thinking			
189	Complete the sentences.	A: Are you OK?<br />B: No, I {{c1::don't}} feel very well.	believe / do / does / doesn't / don't / feeling / remember / smell / taste / tastes / think / thinking			
205	Complete the sentences.	The car was dirty, so I {{c1::washed}} it.	decided / enjoyed / happened / lived / looked / missed / started / stopped / walked / washed			
206	Complete the sentences.	I {{c1::started}} working here two years ago.	decided / enjoyed / happened / lived / looked / missed / started / stopped / walked / washed			
207	Complete the sentences.	The accident {{c1::happened}} at about ten o'clock last night.	decided / enjoyed / happened / lived / looked / missed / started / stopped / walked / washed			
208	Complete the sentences.	Laura was late because she {{c1::missed}} the bus.	decided / enjoyed / happened / lived / looked / missed / started / stopped / walked / washed			
209	Complete the sentences.	It was a slow train. It {{c1::stopped}} at every station.	decided / enjoyed / happened / lived / looked / missed / started / stopped / walked / washed			
210	Complete the sentences.	The hotel was very expensive, so we {{c1::decided}} not to stay there.	decided / enjoyed / happened / lived / looked / missed / started / stopped / walked / washed			
211	Complete the sentences.	It was a great party. I {{c1::enjoyed}} it.	decided / enjoyed / happened / lived / looked / missed / started / stopped / walked / washed			
212	Complete the sentences.	We were good friends when we were children.<br />We {{c1::lived}} near each other.	decided / enjoyed / happened / lived / looked / missed / started / stopped / walked / washed			
213	Complete the sentences.	I {{c1::looked}} at my watch to see what time it was.	decided / enjoyed / happened / lived / looked / missed / started / stopped / walked / washed			
214	Complete the sentences.	We {{c1::walked}} home because there was no bus.	decided / enjoyed / happened / lived / looked / missed / started / stopped / walked / washed			
261	Complete the sentences.	They invited me to their party, but I {{c1::didn't go}} .	didn't believe / didn't cost / didn't do / didn't go / didn't have / didn't rain / didn't sleep			
262	Complete the sentences.	I'm afraid I {{c1::didn't have}} time to do the shopping.	didn't believe / didn't cost / didn't do / didn't go / didn't have / didn't rain / didn't sleep			
263	Complete the sentences.	I don't feel very good this morning. <br />I {{c1::didn't sleep}} well last night.	didn't believe / didn't cost / didn't do / didn't go / didn't have / didn't rain / didn't sleep			
264	Complete the sentences.	The weather was dry. It {{c1::didn't rain}} at all.	didn't believe / didn't cost / didn't do / didn't go / didn't have / didn't rain / didn't sleep			
265	Complete the sentences.	I enjoyed the weekend, but I {{c1::didn't do}} anything special.	didn't believe / didn't cost / didn't do / didn't go / didn't have / didn't rain / didn't sleep			
266	Complete the sentences.	This watch wasn't expensive. It {{c1::didn't cost}} much.	didn't believe / didn't cost / didn't do / didn't go / didn't have / didn't rain / didn't sleep			
267	Complete the sentences.	I told them what happened, but they {{c1::didn't believe}} me.	didn't believe / didn't cost / didn't do / didn't go / didn't have / didn't rain / didn't sleep			
302	Complete the sentences.	Today Helen is wearing a skirt. Yesterday she {{c1::was wearing}} trousers.	was looking / was snowing / was wearing / was working / wasn't listening / were sitting / weren't looking / were you going			
303	Complete the sentences.	A: What did he say?<br />B: I don't know. I {{c1::wasn't listening}} .	was looking / was snowing / was wearing / was working / wasn't listening / were sitting / weren't looking / were you going			
304	Complete the sentences.	We {{c1::were sitting}} at the back of the theatre. We couldn't hear very well.	was looking / was snowing / was wearing / was working / wasn't listening / were sitting / weren't looking / were you going			
305	Complete the sentences.	This time last year Steve {{c1::was working}} on a farm.	was looking / was snowing / was wearing / was working / wasn't listening / were sitting / weren't looking / were you going			
306	Complete the sentences.	They didn't see me. They {{c1::weren't looking}} in my direction.	was looking / was snowing / was wearing / was working / wasn't listening / were sitting / weren't looking / were you going			
307	Complete the sentences.	The weather was bad. It was very cold and it {{c1::was snowing}} .	was looking / was snowing / was wearing / was working / wasn't listening / were sitting / weren't looking / were you going			
308	Complete the sentences.	I saw you in your car. Where {{c1::were you going}} ?	was looking / was snowing / was wearing / was working / wasn't listening / were sitting / weren't looking / were you going			
309	Complete the sentences.	I saw Kate a few minutes ago. She {{c1::was looking}} for you.	was looking / was snowing / was wearing / was working / wasn't listening / were sitting / weren't looking / were you going			
336	Complete the sentences.	Rachel can't find her phone.<br />She's {{c1::lost}} her phone.	bought / broken / disappeared / finished / grown / lost / stopped / woken up			
337	Complete the sentences.	Lisa can't walk and her leg is in plaster.<br />She's {{c1::broken}} her leg.	bought / broken / disappeared / finished / grown / lost / stopped / woken up			
338	Complete the sentences.	Dan didn't have a beard before. Now he has one.<br />He's {{c1::grown}} a beard.	bought / broken / disappeared / finished / grown / lost / stopped / woken up			
339	Complete the sentences.	It was raining ten minutes ago. It isn't raining now.<br />It's {{c1::stopped}} raining.	bought / broken / disappeared / finished / grown / lost / stopped / woken up			
340	Complete the sentences.	They were having dinner ten minutes ago. They aren't eating now.<br />They've {{c1::finished}} eating.	bought / broken / disappeared / finished / grown / lost / stopped / woken up			
341	Complete the sentences.	My bag was here, but it isn't here now.<br />It's {{c1::disappeared}}.	bought / broken / disappeared / finished / grown / lost / stopped / woken up			
342	Complete the sentences.	Steve was asleep. He isn't asleep now.<br />He's {{c1::woken up}}.	bought / broken / disappeared / finished / grown / lost / stopped / woken up			
343	Complete the sentences.	They didn't have any food. They went shopping, and now they do. They've {{c1::bought}} some food.	bought / broken / disappeared / finished / grown / lost / stopped / woken up			
344	Complete the sentences.	The weather {{c1::has}} changed. It's colder now.	I've / you've / she's / it's / have / has / haven't / hasn't			
345	Complete the sentences.	I can't use the website. {{c1::I've}} forgotten my password.	I've / you've / she's / it's / have / has / haven't / hasn't			
346	Complete the sentences.	He doesn't know what happened. I {{c1::haven't}} told him.	I've / you've / she's / it's / have / has / haven't / hasn't			
347	Complete the sentences.	A: Is it still raining?<br />B: I think {{c1::it's}} stopped.	I've / you've / she's / it's / have / has / haven't / hasn't			
348	Complete the sentences.	Are they still here, or {{c1::have}} they gone home?	I've / you've / she's / it's / have / has / haven't / hasn't			
349	Complete the sentences.	He doesn't know what to do. He {{c1::hasn't}} decided.	I've / you've / she's / it's / have / has / haven't / hasn't			
350	Complete the sentences.	A: Where's Laura?<br />B: I think {{c1::she's}} gone home.	I've / you've / she's / it's / have / has / haven't / hasn't			
351	Complete the sentences.	Excuse me, {{c1::you've}} dropped a glove.	I've / you've / she's / it's / have / has / haven't / hasn't			
419	Complete the sentences.	It's good to meet again. We {{c1::haven't}} seen each other for a long time.	recently / so far / today / this / last / since / have / haven't / hasn't / laughed			
420	Complete the sentences.	I saw Tina yesterday, but I haven't seen her so far {{c1::today}}.	recently / so far / today / this / last / since / have / haven't / hasn't / laughed			
421	Complete the sentences.	I've tried to contact him several times {{c1::this}} week, but with no success.	recently / so far / today / this / last / since / have / haven't / hasn't / laughed			
422	Complete the sentences.	The weather has been good. It {{c1::hasn't}} rained for a while.	recently / so far / today / this / last / since / have / haven't / hasn't / laughed			
423	Complete the sentences.	The film was very funny. I haven't {{c1::laughed}} so much for ages.	recently / so far / today / this / last / since / have / haven't / hasn't / laughed			
424	Complete the sentences.	A: Have you been away {{c1::recently}}?<br />B: Yes, I was on holiday last week.	recently / so far / today / this / last / since / have / haven't / hasn't / laughed			
425	Complete the sentences.	Food prices {{c1::have}} increased a lot this year.	recently / so far / today / this / last / since / have / haven't / hasn't / laughed			
426	Complete the sentences.	I'm hungry. I haven't eaten anything {{c1::since}} breakfast.	recently / so far / today / this / last / since / have / haven't / hasn't / laughed			
427	Complete the sentences.	I'm looking for a job, but I haven't found anything {{c1::so far}}.	recently / so far / today / this / last / since / have / haven't / hasn't / laughed			
428	Complete the sentences.	We've spent a lot of money in the {{c1::last}} few days.	recently / so far / today / this / last / since / have / haven't / hasn't / laughed			
460	Complete the sentences.	Ben and Joe are waiting for the bus. They started waiting 20 minutes ago.<br />Ben and Joe {{c1::have been}} waiting for 20 minutes.	been / for years / go / have been / I'm / I've been / on / since / started / years ago			
461	Complete the sentences.	I'm learning Spanish. I {{c1::started}} in December.<br />I've {{c1::been}} learning Spanish since December.	been / for years / go / have been / I'm / I've been / on / since / started / years ago			
462	Complete the sentences.	Jessica is working in a hotel. She started working there {{c1::on}} 18 January.<br />Jessica has been working there {{c1::since}} 18 January.	been / for years / go / have been / I'm / I've been / on / since / started / years ago			
463	Complete the sentences.	Our friends always {{c1::go}} to Italy for their holidays. They first went there {{c1::years ago}}.<br />They've been going to Italy {{c1::for years}}.	been / for years / go / have been / I'm / I've been / on / since / started / years ago			
464	Complete the sentences.	I started studying early this morning. It's evening now and {{c1::I'm}} still studying. <br />{{c1::I've been}} studying all day.	been / for years / go / have been / I'm / I've been / on / since / started / years ago			
675	Complete the sentences.	I felt good when I woke up. I'd {{c1::slept}} well.	fallen / gone / hurt / left / slept / spent / worn			
676	Complete the sentences.	I didn't have my phone with me. I'd {{c1::left}} it at home.	fallen / gone / hurt / left / slept / spent / worn			
677	Complete the sentences.	We had no money left. We'd {{c1::spent}} it all.	fallen / gone / hurt / left / slept / spent / worn			
678	Complete the sentences.	Sarah wasn't able to walk very well. She'd {{c1::hurt}} her knee.	fallen / gone / hurt / left / slept / spent / worn			
679	Complete the sentences.	Joe was wearing his new jacket. He hadn't {{c1::worn}} it before.	fallen / gone / hurt / left / slept / spent / worn			
680	Complete the sentences.	There was nobody at home. They'd all {{c1::gone}} out.	fallen / gone / hurt / left / slept / spent / worn			
681	Complete the sentences.	There was a picture lying on the floor. It had {{c1::fallen}} off the wall.	fallen / gone / hurt / left / slept / spent / worn			
682	Complete the sentences.	Recently I went back to my home town after many years away. {{c1::It had changed}} a lot.	I hadn't seen / We'd never been / They'd just had / They hadn't flown / She'd already seen / She'd arranged / It had changed / I'd done / I'd made			
683	Complete the sentences.	Karen didn't want to go to the cinema with us. {{c1::She'd already seen}} the movie.	I hadn't seen / We'd never been / They'd just had / They hadn't flown / She'd already seen / She'd arranged / It had changed / I'd done / I'd made			
684	Complete the sentences.	The people sitting next to me on the plane were very nervous. {{c1::They hadn't flown}} before.	I hadn't seen / We'd never been / They'd just had / They hadn't flown / She'd already seen / She'd arranged / It had changed / I'd done / I'd made			
685	Complete the sentences.	I invited Rachel to the party, but she couldn't come. {{c1::She'd arranged}} to do something else.	I hadn't seen / We'd never been / They'd just had / They hadn't flown / She'd already seen / She'd arranged / It had changed / I'd done / I'd made			
686	Complete the sentences.	I offered them something to eat, but they weren't hungry. {{c1::They'd just had}} lunch.	I hadn't seen / We'd never been / They'd just had / They hadn't flown / She'd already seen / She'd arranged / It had changed / I'd done / I'd made			
687	Complete the sentences.	Last year we went to Mexico. It was our first visit. {{c1::We'd never been}} there before.	I hadn't seen / We'd never been / They'd just had / They hadn't flown / She'd already seen / She'd arranged / It had changed / I'd done / I'd made			
688	Complete the sentences.	I had coffee with Daniel last week. {{c1::I hadn't seen}} him for five years, so it was good to get together after such a long time.	I hadn't seen / We'd never been / They'd just had / They hadn't flown / She'd already seen / She'd arranged / It had changed / I'd done / I'd made			
689	Complete the sentences.	At first I thought {{c1::I'd done}} the right thing, but I soon realised that {{c1::I'd made}} a big mistake.	I hadn't seen / We'd never been / They'd just had / They hadn't flown / She'd already seen / She'd arranged / It had changed / I'd done / I'd made			
749	Complete the sentences.	There's something wrong with my bike. Can you have {{c1::a look}} at it?	lunch / trouble / a baby / a chat / a look / a good flight			
750	Complete the sentences.	Suzanne had {{c1::a baby}} a few weeks ago. It's her second child.	lunch / trouble / a baby / a chat / a look / a good flight			
751	Complete the sentences.	I had {{c1::trouble}} contacting him. He doesn't have a phone.	lunch / trouble / a baby / a chat / a look / a good flight			
752	Complete the sentences.	How was your trip? Did you have {{c1::a good flight}} ?	lunch / trouble / a baby / a chat / a look / a good flight			
753	Complete the sentences.	I don't eat much during the day. I never have {{c1::lunch}} .	lunch / trouble / a baby / a chat / a look / a good flight			
754	Complete the sentences.	I met some friends in the supermarket yesterday. We stopped and had {{c1::a chat}} .	lunch / trouble / a baby / a chat / a look / a good flight			
770	Complete the sentences.	Mark {{c1::doesn't}} drink coffee. He {{c1::stopped}} drinking it a few years ago. He used {{c1::to drink}} a lot of coffee.	have / play / to play / to drink / works / doesn't / died / played / stopped / used / used to have			
