4980	Choose <b>by</b>, <b>in</b> or <b>on</b>.	Do you travel much {{c1::by}} bus?	by / in / on			
4981	Choose <b>by</b>, <b>in</b> or <b>on</b>.	I saw Jane {{c1::on}} the bus this morning.	by / in / on			
4982	Choose <b>by</b>, <b>in</b> or <b>on</b>.	How did you get here? Did you come {{c1::by}} train?	by / in / on			
4983	Choose <b>by</b>, <b>in</b> or <b>on</b>.	I didn't feel like walking, so I went home {{c1::in}} a taxi.	by / in / on			
4984	Choose <b>by</b>, <b>in</b> or <b>on</b>.	How much will it cost to the airport {{c1::by}} taxi?	by / in / on			
4985	Choose <b>by</b>, <b>in</b> or <b>on</b>.	Did you come here {{c1::in}} Sarah's car or yours?	by / in / on			
4986	Choose <b>by</b>, <b>in</b> or <b>on</b>.	The injured man was taken to hospital {{c1::by}} ambulance.	by / in / on			
4987	Choose <b>by</b>, <b>in</b> or <b>on</b>.	I couldn't find a seat {{c1::on}} the train. It was full.	by / in / on			
4988	Choose <b>by</b>, <b>in</b> or <b>on</b>.	He doesn't drive much. He goes everywhere {{c1::by}} bike.	by / in / on			
4989	Choose <b>by</b>, <b>in</b> or <b>on</b>.	How long does it take to cross the Atlantic {{c1::by}} ship?	by / in / on			
