1270	Complete the sentences. Put the words in order.	Karen can't stay for the whole meeting. She {{c1::has}} {{c1::to}} {{c1::leave}} {{c1::early}} (leave / to / early / has).				
1271	Complete the sentences. Put the words in order.	I'll take care of everything. You {{c1::don't}} {{c1::have}} {{c1::to}} {{c1::do}} {{c1::anything}} (do / have / anything / don't / to).				
1272	Complete the sentences. Put the words in order.	How old {{c1::do}} {{c1::you}} {{c1::have}} {{c1::to}} {{c1::be}} (be / you / to / have / do) to have a driving licence?				
1273	Complete the sentences. Put the words in order.	I don't have much time. I {{c1::have}} {{c1::to}} {{c1::go}} {{c1::soon}} (go / soon / to / have).				
1274	Complete the sentences. Put the words in order.	{The ticket office wasn't busy.}<br />We {{c1::didn't}} {{c1::have}} {{c1::to}} {{c1::wait}} (wait / to / have / didn't) long.				
1275	Complete the sentences. Put the words in order.	Is Lisa free tomorrow morning or {{c1::does}} {{c1::she}} {{c1::have}} {{c1::to}} {{c1::work}} (she / does / work / to / have)?				
1276	Complete the sentences. Put the words in order.	{There was nobody to help me.}<br />I {{c1::had}} {{c1::to}} {{c1::do}} {{c1::everything}} {{c1::by myself}} (do / had / everything / by myself / to).				
1277	Complete the sentences. Put the words in order.	Was the exhibition free, or {{c1::did}} {{c1::you}} {{c1::have}} {{c1::to}} {{c1::pay}} (you / to / have / did / pay) to go in?				
1812	Complete the sentences. Put the words in order.	{The weather isn't so good right now.}<br />It {{c1::is}} {{c1::expected}} {{c1::to}} {{c1::improve}} {{c1::later}} (improve / to / is / later/ expected).				
1813	Complete the sentences. Put the words in order.	{The floods have caused great problems.}<br />Many people {{c1::are}} {{c1::reported}} {{c1::to}} {{c1::be}} {{c1::homeless}} (reported / be / are / homeless / to).				
1814	Complete the sentences. Put the words in order.	{Two prisoners escaped from the prison.}<br />They {{c1::are}} {{c1::thought}} {{c1::to}} {{c1::have}} {{c1::escaped}} (escaped / are / to / thought / have) by climbing over a wall.				
1815	Complete the sentences. Put the words in order.	{Police are investigating the robbery.}<br />The thieves {{c1::are}} {{c1::believed}} {{c1::to}} {{c1::have}} {{c1::got}} (have / are / believed / to / got) in through a window.				
1816	Complete the sentences. Put the words in order.	{There was a big fire at an office building in the city centre.}<br />The building {{c1::is}} {{c1::reported}} {{c1::to}} {{c1::have}} {{c1::been}} {{c1::badly damaged}} (been / to / reported / badly damaged / is / have).				
1817	Complete the sentences. Put the words in order.	{Police stopped a car that was going too fast.}<br />The driver {{c1::is}} {{c1::alleged}} {{c1::to}} {{c1::have}} {{c1::been}} {{c1::driving}} (been/ is / to / alleged / driving / have) at 110 miles an hour.				
