1878	Listen to Tom. It's different to what Amy says. What do you say to Amy?	AMY: Tom works for an insurance company.<br />YOU: Are you sure? He told me he {{c1::worked}} in a supermarket.	could / couldn't / didn't / hadn't / saw / was / went / were / worked / would	[sound:047_C_04.mp3]		
1879	Listen to Tom. It's different to what Amy says. What do you say to Amy?	AMY: It's quite a long way from the hotel to the station.<br />YOU: Is it? Tom said it {{c1::was}} only five minutes' walk.	could / couldn't / didn't / hadn't / saw / was / went / were / worked / would	[sound:047_C_05.mp3]		
1880	Listen to Tom. It's different to what Amy says. What do you say to Amy?	AMY: Sarah gets on fine with Paul.<br />YOU: That's not what Tom thinks.<br />He said they {{c1::couldn't}} stand one another.	could / couldn't / didn't / hadn't / saw / was / went / were / worked / would	[sound:047_C_06.mp3]		
1881	Listen to Tom. It's different to what Amy says. What do you say to Amy?	AMY: Tom hasn't contacted me.<br />YOU: Hasn't he? He said he {{c1::would}} call you.	could / couldn't / didn't / hadn't / saw / was / went / were / worked / would	[sound:047_C_07.mp3]		
1882	Listen to Tom. It's different to what Amy says. What do you say to Amy?	AMY: Tom can't speak any other languages.<br />YOU: Are you sure? He told me he {{c1::could}} speak Spanish.	could / couldn't / didn't / hadn't / saw / was / went / were / worked / would	[sound:047_C_08.mp3]		
1883	Listen to Tom. It's different to what Amy says. What do you say to Amy?	AMY: Tom went to Italy for a holiday.<br />YOU: Italy? He told me he {{c1::went}} to France.	could / couldn't / didn't / hadn't / saw / was / went / were / worked / would	[sound:047_C_09.mp3]		
1884	Listen to Tom. It's different to what Amy says. What do you say to Amy?	AMY: I went to a football match with Tom.<br />YOU: Tom went to a football match? He told me he {{c1::didn't}} like football.	could / couldn't / didn't / hadn't / saw / was / went / were / worked / would	[sound:047_C_10.mp3]		
1885	Listen to Tom. It's different to what Amy says. What do you say to Amy?	AMY: Tom didn't come to the party. I wonder why.<br />YOU: He told me he {{c1::hadn't}} been invited.	could / couldn't / didn't / hadn't / saw / was / went / were / worked / would	[sound:047_C_11.mp3]		
1886	Listen to Tom. It's different to what Amy says. What do you say to Amy?	AMY: I haven't seen Tom recently.<br />YOU: That's strange. He told me he {{c1::saw}} you last weekend.	could / couldn't / didn't / hadn't / saw / was / went / were / worked / would	[sound:047_C_12.mp3]		
1887	Listen to Tom. It's different to what Amy says. What do you say to Amy?	AMY: I don't think Tom likes me.<br />YOU: Yes, he does! He said you {{c1::were}} very nice.	could / couldn't / didn't / hadn't / saw / was / went / were / worked / would	[sound:047_C_13.mp3]		
