4817	Choose <b>on</b> or <b>in</b>.	Who is the woman {{c1::in}} that picture?	on / in			
4818	Choose <b>on</b> or <b>in</b>.	Go straight on, and after the traffic lights you'll see some shops {{c1::on}} your left.	on / in			
4819	Choose <b>on</b> or <b>in</b>.	Is there anything interesting {{c1::in}} the paper today?	on / in			
4820	Choose <b>on</b> or <b>in</b>.	I love to look up at the stars {{c1::in}} the sky at night.	on / in			
4821	Choose <b>on</b> or <b>in</b>.	There was a list of names, but my name wasn't {{c1::on}} the list.	on / in			
4822	Choose <b>on</b> or <b>in</b>.	I don't like cities very much. I'd much prefer to live {{c1::in}} the country.	on / in			
4823	Choose <b>on</b> or <b>in</b>.	We stayed at a very nice hotel. Our room was {{c1::on}} the top floor.	on / in			
4824	Choose <b>on</b> or <b>in</b>.	Joe works {{c1::in}} the furniture department of a large store.	on / in			
4825	Choose <b>on</b> or <b>in</b>.	Most of the country is mountainous. All the big cities are {{c1::on}} the coast.	on / in			
4826	Choose <b>on</b> or <b>in</b>.	He's a good player, but he's not the best {{c1::in}} the world.	on / in			
4827	Choose <b>on</b> or <b>in</b>.	Paul never backs up the data {{c1::on}} his computer.	on / in			
