378	Complete the sentences. Put the verb in the correct form (present perfect).	The temperature {{c1::has risen}} (rise). It's much warmer now.				
379	Complete the sentences. Put the verb in the correct form (present perfect).	I'm looking for Ben. {{c1::Have you seen}} (you / see) him anywhere?				
380	Complete the sentences. Put the verb in the correct form (present perfect).	I {{c1::haven't told}} (not / tell) anybody that you're coming to see us, so nobody knows.				
381	Complete the sentences. Put the verb in the correct form (present perfect).	Is the meeting still going on, or {{c1::has it finished}} (it / finished)?				
382	Complete the sentences. Put the verb in the correct form (present perfect).	Maria's English {{c1::has improved}} (improve) a lot. It's much better than it was.				
383	Complete the sentences. Put the verb in the correct form (present perfect).	It was a great film, but {{c1::I have forgotten|I've forgotten}} (I / forget) the name.				
384	Complete the sentences. Put the verb in the correct form (present perfect).	I sent Sarah an email yesterday, but she {{c1::has not replied|hasn't replied}} (not / reply).				
385	Complete the sentences. Put the verb in the correct form (present perfect).	You {{c1::haven't signed}} (not / sign) the letter. Could you please sign it now?				
435	Complete the sentences. Put the verb in the correct form (present perfect).	A: Are you hungry?<br />B: Yes, {{c1::I haven't eaten|I have not eaten}} (I / not / eat) much today.				
436	Complete the sentences. Put the verb in the correct form (present perfect).	A: Do you like caviar?<br />B: I don't know. {{c1::I've never tried|I have never tried}} (I / never / try) it.				
437	Complete the sentences. Put the verb in the correct form (present perfect).	A: Are you enjoying your holiday?<br />B: Yes, it's the best holiday {{c1::I've had|I have had}} (I / have) for a long time.				
438	Complete the sentences. Put the verb in the correct form (present perfect).	A: What's that book about?<br />B: I don't know. {{c1::I haven't read|I have not read}} (I / not / read) it.				
439	Complete the sentences. Put the verb in the correct form (present perfect).	A: Is Brussels an interesting place?<br />B: I have no idea. {{c1::I haven't been|I have not been|I've not been}} (I / not / be) there.				
440	Complete the sentences. Put the verb in the correct form (present perfect).	A: I hear your car broke down yesterday.<br />B: Yes, it's the second time {{c1::it's happened|it has happened}} (it / happen) this month.				
441	Complete the sentences. Put the verb in the correct form (present perfect).	A: Can you play chess?<br />B: Yes, but {{c1::I haven't played|I have not played}} (I / not / play) for ages.				
442	Complete the sentences. Put the verb in the correct form (present perfect).	A: Mark was late for work again today.<br />B: Again? {{c1::He's been|He has been}} (He / be) late every day this week.				
443	Complete the sentences. Put the verb in the correct form (present perfect).	A: Who's that woman standing by the door?<br />B: I don't know. {{c1::I've never seen|I have never seen}} (I / never / see) her before.				
