3780	Which sentences are right and which are wrong? Sometimes one is right, sometimes two, and sometimes three.	My office, that is on the second floor, is very small. {{c1::not OK}}<br />My office, which is on the second floor, is very small. {{c1::OK}}<br />My office, who is on the second floor, is very small. {{c1::not OK}}<br />My office, it is on the second floor, is very small. {{c1::not OK}}	OK / not OK			
3781	Which sentences are right and which are wrong? Sometimes one is right, sometimes two, and sometimes three.	The office that I'm using at the moment is very small. {{c1::OK}}<br />The office which I'm using at the moment is very small. {{c1::OK}}<br />The office who I'm using at the moment is very small. {{c1::not OK}}<br />The office I'm using at the moment is very small. {{c1::OK}}	OK / not OK			
3782	Which sentences are right and which are wrong? Sometimes one is right, sometimes two, and sometimes three.	Sarah's father, that used to be in the army, now works for a TV company. {{c1::not OK}}<br />Sarah's father, which used to be in the army, now works for a TV company. {{c1::not OK}}<br />Sarah's father, who used to be in the army, now works for a TV company. {{c1::OK}}<br />Sarah's father, whom used to be in the army, now works for a TV company. {{c1::not OK}}	OK / not OK			
3783	Which sentences are right and which are wrong? Sometimes one is right, sometimes two, and sometimes three.	The doctor which examined me couldn't find anything wrong. {{c1::not OK}}<br />The doctor that examined me couldn't find anything wrong. {{c1::OK}}<br />The doctor who examined me couldn't find anything wrong. {{c1::OK}}<br />The doctor whom examined me couldn't find anything wrong. {{c1::not OK}}	OK / not OK			
3784	Which sentences are right and which are wrong? Sometimes one is right, sometimes two, and sometimes three.	We drove to the airport, that was five miles from the city. {{c1::not OK}}<br />We drove to the airport, who was five miles from the city. {{c1::not OK}}<br />We drove to the airport, which was five miles from the city. {{c1::OK}}<br />We drove to the airport, it was five miles from the city. {{c1::not OK}}	OK / not OK			
3785	Which sentences are right and which are wrong? Sometimes one is right, sometimes two, and sometimes three.	Amy showed me a picture of her son, that is a police officer. {{c1::not OK}}<br />Amy showed me a picture of her son, which is a police officer. {{c1::not OK}}<br />Amy showed me a picture of her son, who is a police officer. {{c1::OK}}<br />Amy showed me a picture of her son, whom is a police officer. {{c1::not OK}}	OK / not OK			
3786	Which sentences are right and which are wrong? Sometimes one is right, sometimes two, and sometimes three.	Did you find the books you were looking for? {{c1::OK}}<br />Did you find the books that you were looking for? {{c1::OK}}<br />Did you find the books you were looking for them? {{c1::not OK}}<br />Did you find the books which you were looking for? {{c1::OK}}	OK / not OK			
3787	Which sentences are right and which are wrong? Sometimes one is right, sometimes two, and sometimes three.	John, who speaks French and Italian, works as a tour guide. {{c1::OK}}<br />John, that speaks French and Italian, works as a tour guide. {{c1::not OK}}<br />John speaks French and Italian, works as a tour guide. {{c1::not OK}}<br />John speaks French and Italian, and works as a tour guide. {{c1::OK}}	OK / not OK			
3788	Which sentences are right and which are wrong? Sometimes one is right, sometimes two, and sometimes three.	Do you know anyone who speaks French and Italian? {{c1::OK}}<br />Do you know anyone that speaks French and Italian? {{c1::OK}}<br />Do you know anyone whom speaks French and Italian? {{c1::not OK}}<br />Do you know anyone speaks French and Italian? {{c1::not OK}}	OK / not OK			
3789	Which sentences are right and which are wrong? Sometimes one is right, sometimes two, and sometimes three.	Kate's husband, that I've never met, is an airline pilot. {{c1::not OK}}<br />Kate's husband, who I've never met, is an airline pilot. {{c1::OK}}<br />Kate's husband, I've never met, is an airline pilot. {{c1::not OK}}<br />Kate's husband, whom I've never met, is an airline pilot. {{c1::OK}}	OK / not OK			
