3468	Do these words go with <b>much</b> or <b>many</b>?	<b>information</b> {{c1::much information}}	much information / many information			
3469	Do these words go with <b>much</b> or <b>many</b>?	<b>time</b> {{c1::much time}}	much time / many time			
3470	Do these words go with <b>much</b> or <b>many</b>?	<b>buildings</b> {{c1::many buildings}}	much buildings / many buildings			
3471	Do these words go with <b>much</b> or <b>many</b>?	<b>questions</b> {{c1::many questions}}	much questions / many questions			
3472	Do these words go with <b>much</b> or <b>many</b>?	<b>food</b> {{c1::much food}}	much food / many food			
3473	Do these words go with <b>much</b> or <b>many</b>?	<b>buses</b> {{c1::many buses}}	much buses / many buses			
3474	Do these words go with <b>much</b> or <b>many</b>?	<b>rain</b> {{c1::much rain}}	much rain / many rain			
3475	Do these words go with <b>much</b> or <b>many</b>?	<b>traffic</b> {{c1::much traffic}}	much traffic / many traffic			
3476	Do these words go with <b>much</b> or <b>many</b>?	<b>children</b> {{c1::many children}}	much children / many children			
3477	Do these words go with <b>much</b> or <b>many</b>?	<b>countries</b> {{c1::many countries}}	much countries / many countries			
3478	Do these words go with <b>much</b> or <b>many</b>?	<b>furniture</b> {{c1::much furniture}}	much furniture / many furniture			
3479	Do these words go with <b>much</b> or <b>many</b>?	<b>people</b> {{c1::many people}}	much people / many people			
3480	Do these words go with <b>much</b> or <b>many</b>?	<b>luggage</b> {{c1::much luggage}}	much luggage / many luggage			
3481	Do these words go with <b>much</b> or <b>many</b>?	<b>problems</b> {{c1::many problems}}	much problems / many problems			
3482	Do these words go with <b>much</b> or <b>many</b>?	<b>pollution</b> {{c1::much pollution}}	much pollution / many pollution			
3483	Do these words go with <b>much</b> or <b>many</b>?	<b>unemployment</b> {{c1::much unemployment}}	much unemployment / many unemployment			
