4888	Choose <b>in</b>, <b>at</b> or <b>on</b>.	The new exhibition {{c1::at}} the Museum of Art starts on Saturday.	in / at / on			
4889	Choose <b>in</b>, <b>at</b> or <b>on</b>.	A friend of mine is {{c1::in}} hospital. He was injured in an accident.	in / at / on			
4890	Choose <b>in</b>, <b>at</b> or <b>on</b>.	Shall we travel {{c1::in}} your car or mine?	in / at / on			
4891	Choose <b>in</b>, <b>at</b> or <b>on</b>.	I'm usually {{c1::at}} work until six o'clock, but sometimes I leave earlier.	in / at / on			
4892	Choose <b>in</b>, <b>at</b> or <b>on</b>.	I haven't seen Kate for some time. I last saw her {{c1::at}} David's wedding.	in / at / on			
4893	Choose <b>in</b>, <b>at</b> or <b>on</b>.	I don't know where my umbrella is. Perhaps I left it {{c1::on}} the bus.	in / at / on			
4894	Choose <b>in</b>, <b>at</b> or <b>on</b>.	Where did you stay when you were {{c1::in}} Moscow?	in / at / on			
4895	Choose <b>in</b>, <b>at</b> or <b>on</b>.	Sarah wasn't {{c1::at}} the party. I don't know why she didn't come.	in / at / on			
4896	Choose <b>in</b>, <b>at</b> or <b>on</b>.	We took a taxi, and Joe followed {{c1::on}} a motorbike.	in / at / on			
4897	Choose <b>in</b>, <b>at</b> or <b>on</b>.	Some people are {{c1::in}} prison for crimes they did not commit.	in / at / on			
4898	Choose <b>in</b>, <b>at</b> or <b>on</b>.	My sister is only 17. She's still {{c1::at}} school.	in / at / on			
4899	Choose <b>in</b>, <b>at</b> or <b>on</b>.	I enjoyed the flight, but the food {{c1::on}} the plane was awful.	in / at / on			
4900	Choose <b>in</b>, <b>at</b> or <b>on</b>.	Paul is a student {{c1::at}} Birmingham University.	in / at / on			
4901	Choose <b>in</b>, <b>at</b> or <b>on</b>.	I don't like cities. I'm glad I don't live {{c1::in}} a city.	in / at / on			
