5348	Complete the second sentence so that it means the same as the first.	Let's go to a restaurant tonight.<br /><br />Let's {{c1::eat out}} tonight.	fill in / drop in / left out / get out / taken in / eat out / drop out			
5349	Complete the second sentence so that it means the same as the first.	Why didn't you finish college?<br /><br />Why did you {{c1::drop out}} of college?	fill in / drop in / left out / get out / taken in / eat out / drop out			
5350	Complete the second sentence so that it means the same as the first.	Please complete the application form.<br /><br />Please {{c1::fill in}} the application form.	fill in / drop in / left out / get out / taken in / eat out / drop out			
5351	Complete the second sentence so that it means the same as the first.	I can't avoid going to the party.<br /><br />I can't {{c1::get out}} of going to the party.	fill in / drop in / left out / get out / taken in / eat out / drop out			
5352	Complete the second sentence so that it means the same as the first.	I thought the email was genuine, but it wasn't.<br /><br />I was completely {{c1::taken in}} by the email.	fill in / drop in / left out / get out / taken in / eat out / drop out			
5353	Complete the second sentence so that it means the same as the first.	You must come and see us sometime.<br /><br />You must {{c1::drop in}} and see us sometime.	fill in / drop in / left out / get out / taken in / eat out / drop out			
5354	Complete the second sentence so that it means the same as the first.	Steve was upset because he wasn't chosen for the team.<br /><br />Steve was upset because he was {{c1::left out}} of the team.	fill in / drop in / left out / get out / taken in / eat out / drop out			
5852	Complete the second sentence so that it means the same as the first.	The concert in the park was <b>cancelled</b> because of the weather.<br /><br />The concert in the park was {{c1::called off}} because of the weather.	blew up / called off / dozed off / filled in / knocked down / sorted out / split up / turned up			
5853	Complete the second sentence so that it means the same as the first.	The car caught fire and <b>exploded</b>.<br /><br />The car caught fire and {{c1::blew up}} .	blew up / called off / dozed off / filled in / knocked down / sorted out / split up / turned up			
5854	Complete the second sentence so that it means the same as the first.	Paul finally <b>arrived</b> an hour late.<br /><br />Paul finally {{c1::turned up}} an hour late.	blew up / called off / dozed off / filled in / knocked down / sorted out / split up / turned up			
5855	Complete the second sentence so that it means the same as the first.	I <b>completed</b> the application form and signed it.<br /><br />I {{c1::filled in}} the application form and signed it.	blew up / called off / dozed off / filled in / knocked down / sorted out / split up / turned up			
5856	Complete the second sentence so that it means the same as the first.	Some houses will have to be <b>demolished</b> to make way for the new road.<br /><br />Some houses will have to be {{c1::knocked down}} to make way for the new road.	blew up / called off / dozed off / filled in / knocked down / sorted out / split up / turned up			
5857	Complete the second sentence so that it means the same as the first.	This problem needs to be <b>put right</b> as soon as possible.<br /><br />This problem needs to be {{c1::sorted out}} as soon as possible.	blew up / called off / dozed off / filled in / knocked down / sorted out / split up / turned up			
5858	Complete the second sentence so that it means the same as the first.	I was very tired and <b>fell asleep</b> in front of the TV.<br /><br />I was very tired and {{c1::dozed off}} in front of the TV.	blew up / called off / dozed off / filled in / knocked down / sorted out / split up / turned up			
5859	Complete the second sentence so that it means the same as the first.	Joe and Vicky recently <b>separated</b> after being together for eight years.<br /><br />Joe and Vicky recently {{c1::split up}} after being together for eight years.	blew up / called off / dozed off / filled in / knocked down / sorted out / split up / turned up			
