3156	What are these things or people?	You can use this to pay for things.<br />A {{c1::credit}} {{c1::card}}.	accident / card / credit / driver / forecast / ring / road / truck / weather / wedding			
3157	What are these things or people?	This could be caused by bad driving.<br />A {{c1::road}} {{c1::accident}}.	accident / card / credit / driver / forecast / ring / road / truck / weather / wedding			
3158	What are these things or people?	This is something you might wear if you're married.<br />A {{c1::wedding}} {{c1::ring}}.	accident / card / credit / driver / forecast / ring / road / truck / weather / wedding			
3159	What are these things or people?	This person transports things by road.<br />A {{c1::truck}} {{c1::driver}}.	accident / card / credit / driver / forecast / ring / road / truck / weather / wedding			
3160	What are these things or people?	This will tell you if it's going to rain or not.<br />The {{c1::weather}} {{c1::forecast}}.	accident / card / credit / driver / forecast / ring / road / truck / weather / wedding			
3161	What are these things or people?	This is a way to celebrate getting older.<br />A {{c1::birthday}} {{c1::party}}.	belt / birthday / editor / machine / newspaper / number / party / room / seat / washing			
3162	What are these things or people?	This is useful if you have a lot of dirty clothes.<br />A {{c1::washing}} {{c1::machine}}.	belt / birthday / editor / machine / newspaper / number / party / room / seat / washing			
3163	What are these things or people?	If you're staying at a hotel, you'll need to remember this.<br />Your {{c1::room}} {{c1::number}}.	belt / birthday / editor / machine / newspaper / number / party / room / seat / washing			
3164	What are these things or people?	This person is a top journalist.<br />A {{c1::newspaper}} {{c1::editor}}.	belt / birthday / editor / machine / newspaper / number / party / room / seat / washing			
3165	What are these things or people?	You should wear this when you're driving.<br />A {{c1::seat}} {{c1::belt}}.	belt / birthday / editor / machine / newspaper / number / party / room / seat / washing			
